customer_id,signup_date,gender,age,city_tier,signup_channel
CUST_1452,2025-02-17,Female,20,Tier 1,Paid Ads
CUST_1453,2025-03-30,Female,40,Tier 2,Social Media
CUST_1454,2025-08-25,Male,29,Tier 1,Referral
CUST_1455,2025-09-29,Female,37,Tier 3,Organic Direct
CUST_1456,2025-07-08,Male,22,Tier 2,Paid Ads
CUST_1457,2025-07-11,Female,54,Tier 1,Paid Ads
CUST_1458,2025-03-10,Male,55,Tier 2,Paid Ads
CUST_1459,2025-10-05,Male,47,Tier 2,Organic Direct
CUST_1460,2025-12-15,Female,26,Tier 1,Referral
CUST_1461,2025-09-04,Male,51,Tier 1,Paid Ads
CUST_1462,2025-03-17,Male,61,Tier 1,Social Media
CUST_1463,2025-06-03,Male,52,Tier 2,Paid Ads
CUST_1464,2025-05-24,Male,39,Tier 2,Paid Ads
CUST_1465,2025-03-27,Male,61,Tier 2,Paid Ads
CUST_1466,2025-07-04,Male,41,Tier 3,Paid Ads
CUST_1467,2025-10-12,Female,34,Tier 3,Referral
CUST_1468,2025-08-08,Male,27,Tier 2,Social Media
CUST_1469,2025-03-10,Male,47,Tier 3,Referral
CUST_1470,2025-02-16,Female,63,Tier 1,Social Media
CUST_1471,2025-04-04,Female,40,Tier 1,Paid Ads
CUST_1472,2025-08-26,Female,49,Tier 1,Organic Direct
CUST_1473,2025-07-23,Female,34,Tier 1,Referral
CUST_1474,2025-08-06,Female,34,Tier 2,Organic Direct
CUST_1475,2025-12-07,Female,31,Tier 3,Referral
CUST_1476,2025-02-08,Female,26,Tier 1,Paid Ads
CUST_1477,2025-04-10,Male,57,Tier 1,Referral
CUST_1478,2025-10-16,Male,19,Tier 2,Paid Ads
CUST_1479,2025-09-11,Female,62,Tier 3,Referral
CUST_1480,2025-08-10,Male,42,Tier 1,Paid Ads
CUST_1481,2025-12-23,Male,56,Tier 2,Paid Ads
CUST_1482,2025-01-23,Male,26,Tier 1,Social Media
CUST_1483,2025-09-07,Female,39,Tier 1,Paid Ads
CUST_1484,2025-01-10,Female,60,Tier 3,Social Media
CUST_1485,2025-09-03,Male,63,Tier 3,Paid Ads
CUST_1486,2025-11-21,Female,21,Tier 1,Organic Direct
CUST_1487,2025-04-10,Male,43,Tier 3,Paid Ads
CUST_1488,2025-10-17,Male,46,Tier 2,Organic Direct
CUST_1489,2025-06-29,Male,62,Tier 3,Organic Direct
CUST_1490,2025-08-11,Male,51,Tier 2,Paid Ads
CUST_1491,2025-09-07,Female,40,Tier 2,Organic Direct
CUST_1492,2025-05-27,Female,54,Tier 2,Social Media
CUST_1493,2025-04-06,Female,28,Tier 2,Referral
CUST_1494,2025-09-14,Male,23,Tier 1,Paid Ads
CUST_1495,2025-11-21,Female,35,Tier 1,Organic Direct
CUST_1496,2025-01-04,Male,38,Tier 1,Paid Ads
CUST_1497,2025-01-16,Female,59,Tier 2,Social Media
CUST_1498,2025-10-07,Male,53,Tier 1,Paid Ads
CUST_1499,2025-12-02,Male,58,Tier 2,Paid Ads
