order_id,customer_id,order_date,order_amount_inr,category,payment_method,is_discount_used
ORD_378404,CUST_1088,2025-08-09,3690.52,Beauty,Debit Card,0
ORD_607994,CUST_1088,2025-06-18,367.83,Home & Kitchen,Credit Card,0
ORD_929378,CUST_1088,2025-07-10,965.04,Electronics,COD,0
ORD_527244,CUST_1089,2026-05-24,562.53,Electronics,Debit Card,0
ORD_517216,CUST_1089,2026-05-26,249.47,Home & Kitchen,COD,0
ORD_366150,CUST_1089,2025-08-29,2537.35,Books,UPI,1
ORD_824857,CUST_1089,2025-09-02,650.99,Apparel,UPI,0
ORD_194881,CUST_1089,2026-02-02,384.44,Electronics,COD,0
ORD_279689,CUST_1090,2025-11-29,3620.41,Electronics,Credit Card,0
ORD_147111,CUST_1090,2025-12-07,2657.64,Electronics,Credit Card,0
ORD_608069,CUST_1090,2026-05-03,865.53,Books,Credit Card,0
ORD_808092,CUST_1091,2026-03-10,2481.49,Books,COD,1
ORD_768629,CUST_1091,2025-07-28,1927.39,Electronics,Credit Card,0
ORD_759981,CUST_1092,2025-06-13,580.37,Beauty,Debit Card,0
ORD_678110,CUST_1092,2026-01-25,1826.08,Electronics,Debit Card,0
ORD_642307,CUST_1092,2025-11-10,974.28,Beauty,COD,0
ORD_909340,CUST_1092,2025-10-23,3642.82,Apparel,UPI,0
ORD_222019,CUST_1092,2025-10-19,1337.84,Books,COD,0
ORD_196143,CUST_1093,2025-12-07,454.91,Apparel,COD,0
ORD_760673,CUST_1093,2026-03-14,350.94,Home & Kitchen,Debit Card,1
ORD_924516,CUST_1094,2026-06-08,1039.13,Beauty,Credit Card,1
ORD_941900,CUST_1094,2025-10-29,2884.01,Apparel,UPI,0
ORD_676515,CUST_1094,2025-09-01,3898.73,Apparel,Credit Card,0
ORD_564761,CUST_1094,2025-09-04,681.1,Apparel,COD,0
ORD_434199,CUST_1094,2026-06-14,1429.45,Apparel,Debit Card,1
ORD_795391,CUST_1094,2026-06-23,788.11,Electronics,UPI,0
ORD_159807,CUST_1094,2025-12-31,2775.76,Home & Kitchen,Credit Card,0
ORD_839477,CUST_1094,2026-06-03,1648.79,Books,Debit Card,1
ORD_518632,CUST_1095,2026-03-06,301.92,Books,Debit Card,0
ORD_397843,CUST_1095,2026-02-11,3932.33,Electronics,COD,0
ORD_856079,CUST_1095,2025-06-25,2593.38,Apparel,UPI,1
ORD_735254,CUST_1095,2025-10-05,225.1,Home & Kitchen,COD,0
ORD_412916,CUST_1096,2026-07-10,4642.04,Electronics,COD,0
ORD_780913,CUST_1097,2025-07-24,560.62,Electronics,Debit Card,0
ORD_409509,CUST_1098,2026-08-15,2522.32,Apparel,COD,0
ORD_607353,CUST_1099,2026-04-11,1349.76,Beauty,COD,0
ORD_576963,CUST_1100,2025-06-08,4197.45,Beauty,COD,0
ORD_456427,CUST_1100,2025-09-09,330.83,Apparel,Debit Card,0
ORD_899180,CUST_1101,2025-09-14,550.91,Books,Debit Card,1
ORD_321468,CUST_1101,2025-10-26,2185.85,Beauty,Credit Card,0
ORD_141743,CUST_1101,2025-10-24,287.53,Beauty,Credit Card,0
ORD_710774,CUST_1101,2025-07-04,522.46,Books,COD,1
ORD_188302,CUST_1102,2026-05-01,2823.61,Electronics,COD,1
ORD_183793,CUST_1102,2025-06-05,454.97,Home & Kitchen,UPI,0
ORD_216547,CUST_1102,2026-03-27,327.08,Apparel,UPI,0
ORD_700198,CUST_1102,2025-08-07,5876.76,Home & Kitchen,UPI,0
ORD_507974,CUST_1103,2026-01-31,1042.19,Electronics,Debit Card,0
ORD_807910,CUST_1103,2026-07-15,1312.25,Beauty,Debit Card,0
ORD_292458,CUST_1103,2026-05-14,525.39,Beauty,UPI,1
ORD_515105,CUST_1103,2025-09-14,3209.98,Beauty,Debit Card,0
ORD_734151,CUST_1103,2026-04-02,1880.55,Books,Debit Card,0
ORD_840122,CUST_1103,2026-06-04,4521.69,Electronics,COD,0
ORD_639317,CUST_1103,2025-06-30,912.47,Beauty,UPI,0
ORD_956841,CUST_1103,2026-08-18,4498.69,Electronics,UPI,1
ORD_421898,CUST_1104,2026-03-10,2187.24,Apparel,COD,0
ORD_738273,CUST_1104,2025-06-12,805.14,Beauty,Credit Card,0
ORD_339455,CUST_1104,2026-01-12,2967.89,Beauty,Credit Card,0
ORD_312603,CUST_1104,2025-11-11,487.92,Home & Kitchen,Credit Card,1
ORD_247735,CUST_1105,2026-07-10,307.88,Books,Credit Card,0
ORD_776513,CUST_1105,2025-10-06,3181.76,Beauty,UPI,0
ORD_442221,CUST_1105,2025-10-05,1995.16,Beauty,COD,1
ORD_493120,CUST_1105,2026-08-03,1907.43,Apparel,Credit Card,0
ORD_659070,CUST_1107,2025-12-23,2157.23,Electronics,UPI,1
ORD_839644,CUST_1107,2025-12-16,402.48,Beauty,UPI,1
ORD_893070,CUST_1107,2025-07-14,1773.83,Books,Debit Card,0
ORD_870663,CUST_1107,2026-02-11,2469.97,Home & Kitchen,UPI,0
ORD_489919,CUST_1108,2026-07-29,3572.21,Beauty,Debit Card,1
ORD_673212,CUST_1108,2026-04-22,2709.03,Apparel,UPI,1
ORD_708986,CUST_1108,2025-08-28,941.2,Electronics,COD,0
ORD_692399,CUST_1109,2025-09-07,3529.0,Home & Kitchen,UPI,0
ORD_713812,CUST_1109,2025-09-19,774.76,Apparel,UPI,1
ORD_169639,CUST_1109,2025-06-29,1979.46,Electronics,Debit Card,1
ORD_586084,CUST_1109,2026-05-30,1973.43,Books,COD,1
ORD_604917,CUST_1110,2025-07-22,1216.07,Books,Credit Card,0
ORD_972391,CUST_1110,2025-12-17,5164.84,Home & Kitchen,Credit Card,0
ORD_156396,CUST_1110,2026-07-17,2414.41,Home & Kitchen,COD,0
ORD_694699,CUST_1110,2025-12-24,1379.03,Home & Kitchen,Credit Card,0
ORD_836778,CUST_1110,2026-03-21,1311.03,Home & Kitchen,COD,0
ORD_446030,CUST_1111,2026-06-11,316.36,Books,COD,0
ORD_435513,CUST_1111,2026-05-24,1419.47,Home & Kitchen,Debit Card,1
ORD_882381,CUST_1111,2026-04-05,769.2,Electronics,UPI,1
ORD_972565,CUST_1111,2025-07-24,803.75,Beauty,Debit Card,1
ORD_442022,CUST_1111,2026-06-01,750.61,Beauty,Credit Card,0
ORD_258477,CUST_1112,2026-04-30,294.58,Beauty,UPI,0
ORD_642445,CUST_1112,2026-07-19,4446.55,Books,Debit Card,0
ORD_232018,CUST_1112,2026-05-24,934.76,Books,COD,0
ORD_817221,CUST_1112,2026-04-16,2720.78,Apparel,Debit Card,1
ORD_656016,CUST_1112,2025-11-16,498.62,Electronics,Debit Card,0
ORD_635857,CUST_1112,2026-01-16,3239.36,Electronics,UPI,0
ORD_960661,CUST_1113,2026-01-04,562.95,Apparel,UPI,0
ORD_197799,CUST_1113,2026-02-08,640.07,Beauty,Credit Card,0
ORD_560188,CUST_1114,2025-06-16,1425.86,Home & Kitchen,Debit Card,0
ORD_710724,CUST_1114,2025-06-17,1312.45,Apparel,COD,0
ORD_398627,CUST_1114,2025-06-30,325.38,Home & Kitchen,Credit Card,1
ORD_750988,CUST_1115,2026-06-25,2120.56,Home & Kitchen,UPI,0
ORD_239005,CUST_1115,2026-05-23,215.82,Apparel,UPI,0
ORD_257195,CUST_1115,2025-09-26,1643.23,Electronics,Credit Card,0
ORD_863638,CUST_1115,2025-06-29,693.45,Books,Debit Card,1
ORD_892038,CUST_1115,2026-06-08,385.73,Apparel,Debit Card,0
ORD_542065,CUST_1115,2026-01-22,2292.27,Apparel,UPI,1
ORD_389987,CUST_1116,2026-06-04,1250.4,Apparel,COD,1
ORD_322633,CUST_1116,2025-06-25,1084.23,Books,Debit Card,0
ORD_374864,CUST_1117,2026-02-20,231.87,Books,Debit Card,1
ORD_791252,CUST_1117,2026-08-17,585.77,Apparel,Debit Card,1
ORD_675610,CUST_1117,2026-06-02,431.41,Apparel,COD,0
ORD_399182,CUST_1118,2026-06-23,211.04,Home & Kitchen,UPI,0
ORD_897711,CUST_1118,2026-04-29,8027.04,Electronics,COD,0
ORD_165524,CUST_1118,2026-04-23,354.72,Apparel,UPI,1
ORD_376452,CUST_1118,2026-08-02,269.99,Home & Kitchen,COD,1
ORD_742416,CUST_1118,2026-04-02,479.29,Electronics,COD,0
ORD_130063,CUST_1118,2026-04-30,623.24,Electronics,Debit Card,1
ORD_259163,CUST_1119,2026-04-15,1864.97,Home & Kitchen,COD,0
ORD_710414,CUST_1119,2025-10-15,1005.35,Beauty,COD,0
ORD_444877,CUST_1119,2026-02-04,355.42,Home & Kitchen,Credit Card,0
ORD_704111,CUST_1119,2026-03-07,768.3,Books,UPI,0
ORD_931635,CUST_1119,2025-09-26,1641.65,Apparel,Credit Card,0
ORD_357134,CUST_1120,2026-02-04,1763.88,Home & Kitchen,Debit Card,0
ORD_270521,CUST_1120,2026-01-24,5090.16,Books,COD,0
ORD_538976,CUST_1120,2025-07-21,2218.78,Home & Kitchen,Credit Card,1
ORD_414493,CUST_1121,2025-11-24,4926.72,Home & Kitchen,Credit Card,1
ORD_838471,CUST_1121,2025-08-19,1889.41,Beauty,Credit Card,0
ORD_800399,CUST_1121,2026-07-24,956.27,Beauty,Debit Card,1
ORD_988916,CUST_1121,2026-03-09,3763.41,Electronics,UPI,0
ORD_231562,CUST_1122,2025-10-24,1485.6,Electronics,UPI,0
ORD_121398,CUST_1122,2026-05-13,1466.96,Apparel,COD,1
ORD_325959,CUST_1122,2026-08-09,857.37,Apparel,COD,0
ORD_856357,CUST_1122,2026-05-13,1980.93,Books,UPI,1
ORD_762132,CUST_1123,2025-08-31,1571.81,Electronics,Credit Card,0
ORD_601233,CUST_1123,2026-03-24,1228.48,Electronics,UPI,1
ORD_187980,CUST_1123,2025-08-14,1518.59,Home & Kitchen,Debit Card,0
ORD_576384,CUST_1123,2025-10-30,247.13,Electronics,COD,0
ORD_497819,CUST_1124,2025-10-04,1490.99,Electronics,COD,0
ORD_540210,CUST_1124,2026-07-12,1042.32,Home & Kitchen,UPI,0
ORD_620082,CUST_1124,2026-07-23,499.82,Apparel,Credit Card,0
ORD_835518,CUST_1125,2025-06-10,1294.96,Beauty,Credit Card,0
ORD_814483,CUST_1125,2026-06-16,2705.9,Beauty,Debit Card,1
ORD_995596,CUST_1125,2025-10-15,721.22,Electronics,COD,0
ORD_237080,CUST_1125,2026-04-04,2041.45,Books,COD,1
ORD_435468,CUST_1126,2026-04-26,550.55,Electronics,COD,1
ORD_800606,CUST_1126,2026-06-01,288.22,Books,Debit Card,0
ORD_124648,CUST_1127,2026-04-04,1276.82,Beauty,Debit Card,1
ORD_290271,CUST_1127,2026-05-07,4289.56,Apparel,Debit Card,1
ORD_117118,CUST_1127,2025-08-28,447.11,Beauty,COD,0
ORD_465036,CUST_1127,2025-10-08,5237.62,Apparel,Debit Card,1
ORD_246259,CUST_1128,2025-12-09,1716.18,Home & Kitchen,COD,0
ORD_723982,CUST_1128,2026-04-14,2494.47,Electronics,COD,1
ORD_101515,CUST_1128,2026-08-13,2373.49,Electronics,Debit Card,1
ORD_485134,CUST_1129,2026-01-18,2710.09,Apparel,COD,0
ORD_319730,CUST_1129,2025-07-12,1384.23,Books,UPI,1
ORD_250653,CUST_1130,2026-07-14,282.91,Home & Kitchen,Credit Card,0
ORD_696861,CUST_1130,2026-03-11,2632.24,Books,Credit Card,0
ORD_215375,CUST_1130,2025-06-21,1921.64,Home & Kitchen,COD,1
ORD_676623,CUST_1130,2026-01-10,2493.28,Electronics,UPI,1
ORD_872378,CUST_1131,2025-06-01,1167.9,Beauty,Debit Card,0
ORD_170474,CUST_1131,2026-03-25,1394.13,Apparel,Debit Card,1
ORD_646792,CUST_1131,2025-12-04,1590.7,Home & Kitchen,COD,1
ORD_597666,CUST_1131,2026-06-07,4274.11,Home & Kitchen,COD,0
ORD_396303,CUST_1131,2026-02-08,4030.27,Electronics,COD,1
ORD_901818,CUST_1132,2026-02-26,3176.16,Home & Kitchen,Credit Card,1
ORD_859144,CUST_1132,2026-05-20,2440.85,Books,COD,1
ORD_691731,CUST_1132,2026-01-27,575.61,Apparel,Credit Card,0
ORD_921190,CUST_1133,2026-07-20,394.97,Electronics,Credit Card,0
ORD_214010,CUST_1133,2026-04-06,1163.7,Books,Credit Card,1
ORD_162287,CUST_1134,2026-08-16,270.74,Beauty,UPI,1
ORD_207357,CUST_1134,2026-06-25,760.02,Electronics,UPI,0
ORD_868447,CUST_1134,2025-06-16,908.41,Books,COD,0
ORD_166985,CUST_1134,2025-12-02,367.08,Home & Kitchen,COD,0
ORD_714101,CUST_1134,2026-03-05,2790.88,Books,Credit Card,1
ORD_753841,CUST_1134,2026-04-23,4163.56,Electronics,UPI,0
ORD_897955,CUST_1134,2025-10-03,843.48,Home & Kitchen,Debit Card,1
ORD_914661,CUST_1135,2026-04-14,597.37,Apparel,Credit Card,0
ORD_753936,CUST_1135,2025-06-13,326.97,Books,UPI,0
ORD_334337,CUST_1136,2026-04-10,257.64,Apparel,Credit Card,0
ORD_737509,CUST_1136,2025-12-10,3463.96,Electronics,COD,1
ORD_414260,CUST_1136,2026-04-30,3135.96,Beauty,Credit Card,0
ORD_192850,CUST_1136,2025-12-15,817.22,Home & Kitchen,Credit Card,1
ORD_858741,CUST_1137,2026-04-15,295.09,Beauty,Debit Card,0
ORD_834172,CUST_1137,2025-06-22,5891.11,Books,Debit Card,0
ORD_577793,CUST_1137,2026-08-23,4799.32,Apparel,Debit Card,1
ORD_126081,CUST_1138,2026-03-18,2346.22,Electronics,COD,1
ORD_135525,CUST_1138,2026-07-26,482.89,Electronics,Debit Card,1
ORD_470191,CUST_1138,2026-06-14,3085.64,Apparel,COD,0
ORD_204127,CUST_1138,2025-11-18,221.73,Home & Kitchen,Debit Card,1
ORD_119782,CUST_1138,2025-09-16,711.56,Books,COD,1
ORD_703151,CUST_1138,2026-04-23,1545.55,Apparel,Credit Card,0
ORD_660185,CUST_1139,2025-12-15,2563.49,Books,UPI,0
ORD_367673,CUST_1139,2026-06-26,653.52,Home & Kitchen,Credit Card,1
ORD_673987,CUST_1139,2025-09-17,3075.23,Home & Kitchen,UPI,1
ORD_213793,CUST_1139,2025-07-25,2850.46,Books,Credit Card,1
ORD_737506,CUST_1139,2026-05-09,1704.67,Electronics,UPI,0
ORD_765673,CUST_1140,2025-09-23,606.7,Apparel,Debit Card,1
ORD_595671,CUST_1140,2025-12-25,1986.49,Home & Kitchen,COD,0
ORD_300173,CUST_1140,2025-12-04,2621.21,Apparel,Debit Card,0
ORD_697190,CUST_1140,2025-06-13,829.95,Beauty,Credit Card,0
ORD_539257,CUST_1140,2025-12-20,286.03,Books,COD,0
ORD_480069,CUST_1140,2025-07-11,326.02,Electronics,UPI,0
ORD_301528,CUST_1140,2025-10-08,959.43,Beauty,Credit Card,1
ORD_381411,CUST_1140,2026-05-03,377.31,Apparel,COD,0
ORD_512601,CUST_1140,2025-12-20,612.09,Apparel,Debit Card,0
ORD_714985,CUST_1140,2026-05-31,3338.65,Apparel,COD,0
ORD_133324,CUST_1140,2025-08-21,537.09,Electronics,UPI,0
ORD_779249,CUST_1140,2026-07-09,1512.46,Home & Kitchen,COD,0
ORD_493369,CUST_1141,2025-11-21,5087.62,Apparel,COD,0
ORD_475233,CUST_1141,2026-03-25,1409.67,Beauty,UPI,0
ORD_873815,CUST_1141,2026-04-15,2137.08,Electronics,Debit Card,1
ORD_841063,CUST_1141,2026-04-04,2550.17,Beauty,COD,0
ORD_942549,CUST_1141,2026-04-14,1085.77,Electronics,Credit Card,0
ORD_315705,CUST_1142,2025-08-29,1561.12,Electronics,Credit Card,0
ORD_575859,CUST_1142,2025-08-02,368.28,Beauty,UPI,0
ORD_593057,CUST_1142,2026-07-03,2656.77,Electronics,COD,1
ORD_115116,CUST_1142,2025-08-17,635.88,Apparel,COD,0
ORD_827963,CUST_1142,2026-03-31,201.42,Apparel,Credit Card,1
ORD_813806,CUST_1142,2025-12-22,1832.89,Beauty,Credit Card,0
ORD_875359,CUST_1143,2026-05-22,390.7,Beauty,COD,1
ORD_720253,CUST_1143,2026-06-08,950.41,Home & Kitchen,Credit Card,0
ORD_475348,CUST_1143,2025-09-15,332.04,Home & Kitchen,UPI,0
ORD_833375,CUST_1143,2026-06-22,471.38,Books,UPI,0
ORD_814114,CUST_1143,2025-09-01,706.3,Apparel,UPI,1
ORD_551448,CUST_1143,2026-02-22,2027.79,Apparel,COD,1
ORD_596246,CUST_1143,2025-06-14,661.99,Apparel,COD,0
ORD_896790,CUST_1143,2026-01-24,1339.64,Apparel,Credit Card,0
ORD_225865,CUST_1144,2026-07-02,2043.56,Books,Credit Card,1
ORD_815601,CUST_1144,2025-12-14,398.77,Beauty,UPI,1
ORD_919973,CUST_1144,2026-06-27,797.11,Home & Kitchen,Debit Card,0
ORD_298153,CUST_1145,2025-12-29,646.56,Beauty,UPI,0
ORD_503708,CUST_1145,2025-06-14,3106.92,Apparel,UPI,1
ORD_642955,CUST_1145,2026-04-02,308.4,Beauty,COD,0
ORD_533541,CUST_1146,2025-10-23,1665.33,Home & Kitchen,Credit Card,1
ORD_566836,CUST_1146,2026-02-03,496.94,Electronics,Credit Card,0
ORD_289216,CUST_1146,2026-08-17,2491.79,Beauty,UPI,0
ORD_994923,CUST_1146,2026-03-31,381.96,Apparel,Credit Card,1
ORD_376393,CUST_1146,2025-07-02,6159.38,Electronics,Debit Card,1
ORD_990936,CUST_1146,2025-11-27,1029.96,Books,Debit Card,0
ORD_546242,CUST_1147,2026-08-09,1492.75,Apparel,Credit Card,0
ORD_237799,CUST_1147,2026-06-16,3441.73,Books,Credit Card,0
ORD_534352,CUST_1147,2025-10-17,3243.77,Apparel,COD,0
ORD_858284,CUST_1147,2026-03-23,1292.26,Apparel,Debit Card,1
ORD_449903,CUST_1148,2026-04-17,350.79,Apparel,UPI,0
ORD_261297,CUST_1148,2025-07-27,1388.87,Apparel,Credit Card,0
ORD_365470,CUST_1149,2025-08-15,3750.42,Beauty,COD,0
ORD_409732,CUST_1149,2026-02-13,215.91,Apparel,Credit Card,0
ORD_695983,CUST_1149,2025-10-29,1507.41,Beauty,UPI,0
ORD_678921,CUST_1150,2026-02-03,3792.49,Beauty,COD,0
ORD_988559,CUST_1150,2026-01-14,2318.66,Electronics,COD,0
ORD_816825,CUST_1150,2026-08-19,261.75,Books,UPI,0
ORD_139148,CUST_1150,2026-01-05,3018.62,Books,Debit Card,1
ORD_395901,CUST_1150,2025-12-06,6582.16,Books,Credit Card,0
ORD_717397,CUST_1151,2026-01-30,936.47,Home & Kitchen,UPI,1
ORD_803713,CUST_1151,2026-04-29,1083.92,Books,COD,1
ORD_565994,CUST_1151,2025-07-12,1039.61,Books,UPI,0
ORD_213768,CUST_1151,2025-12-17,4058.93,Home & Kitchen,Credit Card,0
ORD_610473,CUST_1152,2026-07-01,4836.84,Apparel,COD,1
ORD_336824,CUST_1152,2026-01-01,910.3,Beauty,UPI,0
ORD_739548,CUST_1152,2026-04-05,498.88,Home & Kitchen,Credit Card,0
ORD_565483,CUST_1153,2025-09-24,734.86,Apparel,UPI,0
ORD_361849,CUST_1153,2026-02-28,966.2,Home & Kitchen,COD,0
ORD_383817,CUST_1153,2026-02-01,446.86,Electronics,Credit Card,1
ORD_723765,CUST_1153,2025-10-10,2011.46,Electronics,COD,0
ORD_223777,CUST_1153,2025-07-19,1965.12,Home & Kitchen,Debit Card,0
ORD_177527,CUST_1153,2025-11-24,2094.85,Electronics,Debit Card,1
ORD_387307,CUST_1154,2026-04-07,246.33,Beauty,Debit Card,1
ORD_140633,CUST_1154,2026-05-09,458.76,Beauty,Debit Card,1
ORD_540847,CUST_1154,2025-11-12,970.49,Electronics,Credit Card,1
ORD_952370,CUST_1154,2026-07-19,1632.02,Beauty,COD,1
ORD_599730,CUST_1154,2026-05-31,537.35,Electronics,COD,0
ORD_615578,CUST_1154,2025-07-04,2776.74,Apparel,COD,0
ORD_996972,CUST_1154,2026-01-17,3526.54,Apparel,Credit Card,1
ORD_396379,CUST_1154,2025-10-06,277.22,Electronics,COD,1
ORD_791257,CUST_1155,2025-12-02,513.85,Beauty,UPI,1
ORD_222026,CUST_1155,2025-08-02,714.27,Apparel,UPI,0
ORD_662167,CUST_1155,2025-09-05,1460.5,Home & Kitchen,UPI,1
ORD_488333,CUST_1156,2026-06-07,1104.48,Electronics,COD,0
ORD_445876,CUST_1156,2025-06-18,788.07,Electronics,UPI,1
ORD_173568,CUST_1156,2025-12-10,1528.74,Apparel,UPI,0
ORD_280775,CUST_1156,2026-04-19,2164.01,Books,Credit Card,0
ORD_597619,CUST_1156,2026-08-10,383.87,Apparel,UPI,0
ORD_646774,CUST_1156,2025-12-15,811.68,Books,UPI,1
ORD_327369,CUST_1158,2026-04-11,1356.79,Electronics,Debit Card,0
ORD_555229,CUST_1158,2025-09-08,2271.65,Books,Debit Card,1
ORD_240021,CUST_1158,2026-02-06,605.19,Beauty,COD,0
ORD_318168,CUST_1159,2025-12-28,1617.58,Electronics,Credit Card,1
ORD_324866,CUST_1159,2026-03-06,928.02,Beauty,UPI,1
ORD_281143,CUST_1159,2025-12-05,2569.92,Home & Kitchen,Debit Card,0
ORD_820531,CUST_1159,2026-04-17,511.47,Books,UPI,0
ORD_331226,CUST_1159,2025-09-04,1767.45,Beauty,Credit Card,0
ORD_837197,CUST_1159,2026-07-21,1470.14,Apparel,Debit Card,0
ORD_592508,CUST_1159,2025-08-21,3237.2,Apparel,Debit Card,0
ORD_762727,CUST_1160,2026-02-10,1572.93,Apparel,UPI,0
ORD_880445,CUST_1160,2025-06-04,2925.15,Electronics,COD,0
ORD_840045,CUST_1160,2025-10-28,665.45,Beauty,UPI,0
ORD_974168,CUST_1161,2026-05-17,1213.02,Books,COD,0
ORD_715781,CUST_1161,2026-06-15,5727.59,Apparel,Credit Card,0
ORD_591638,CUST_1162,2025-11-09,299.36,Books,Credit Card,0
ORD_763969,CUST_1162,2025-07-14,1943.24,Apparel,UPI,0
ORD_351842,CUST_1162,2025-06-03,415.42,Apparel,Debit Card,0
ORD_610283,CUST_1162,2025-09-01,841.16,Books,COD,1
ORD_861062,CUST_1162,2025-08-27,609.19,Home & Kitchen,UPI,1
ORD_390696,CUST_1162,2026-01-05,1267.38,Books,COD,1
ORD_385291,CUST_1163,2026-03-23,343.92,Books,Debit Card,1
ORD_113731,CUST_1163,2026-01-18,596.74,Electronics,UPI,1
ORD_656620,CUST_1163,2025-11-27,583.96,Beauty,Debit Card,1
ORD_495797,CUST_1163,2026-06-02,421.1,Home & Kitchen,Debit Card,1
ORD_184363,CUST_1163,2026-01-02,3807.65,Books,UPI,0
ORD_629954,CUST_1164,2026-02-14,653.1,Apparel,Debit Card,1
ORD_462612,CUST_1164,2025-12-01,1387.4,Beauty,Credit Card,0
ORD_926954,CUST_1164,2026-01-23,1215.92,Apparel,Credit Card,0
ORD_667827,CUST_1164,2026-08-15,281.24,Electronics,COD,0
ORD_148784,CUST_1164,2025-07-15,3234.05,Books,Debit Card,0
ORD_817875,CUST_1165,2026-03-16,1119.74,Books,Debit Card,1
ORD_371733,CUST_1165,2026-06-08,3216.93,Home & Kitchen,Debit Card,0
ORD_596297,CUST_1165,2025-10-01,1964.75,Apparel,Debit Card,0
ORD_379349,CUST_1165,2026-05-24,435.89,Beauty,Credit Card,0
ORD_332911,CUST_1165,2026-04-11,3823.04,Beauty,UPI,0
ORD_577843,CUST_1165,2026-03-07,1745.47,Apparel,UPI,0
ORD_307397,CUST_1166,2026-01-12,5434.6,Apparel,COD,0
ORD_445992,CUST_1166,2025-08-03,682.58,Books,Credit Card,0
ORD_769113,CUST_1167,2025-12-20,2138.26,Books,Debit Card,1
ORD_168653,CUST_1167,2025-08-05,301.26,Home & Kitchen,Debit Card,1
ORD_638304,CUST_1167,2026-08-21,406.05,Beauty,Debit Card,1
ORD_467658,CUST_1167,2025-08-23,261.15,Home & Kitchen,Credit Card,1
ORD_688033,CUST_1168,2026-07-23,1149.56,Books,Debit Card,1
ORD_656107,CUST_1168,2025-11-11,1317.67,Electronics,Debit Card,1
ORD_246692,CUST_1169,2026-02-09,1849.13,Electronics,COD,0
ORD_387667,CUST_1169,2025-07-17,3522.3,Home & Kitchen,UPI,1
ORD_143162,CUST_1169,2025-11-13,1242.84,Home & Kitchen,Credit Card,1
ORD_818730,CUST_1169,2026-02-19,1086.29,Books,COD,1
ORD_937566,CUST_1169,2026-05-07,2340.89,Beauty,COD,1
ORD_339646,CUST_1169,2026-02-04,1323.15,Electronics,Debit Card,1
ORD_590588,CUST_1170,2026-05-02,1318.07,Books,UPI,0
ORD_627608,CUST_1170,2025-08-30,680.75,Apparel,UPI,1
ORD_794186,CUST_1170,2026-01-06,2086.17,Books,UPI,1
ORD_993993,CUST_1170,2025-11-11,700.69,Apparel,Credit Card,0
ORD_983784,CUST_1170,2026-06-08,1650.38,Apparel,Credit Card,0
ORD_879957,CUST_1170,2025-10-03,2713.78,Books,Credit Card,1
ORD_109583,CUST_1171,2025-12-29,1734.34,Electronics,Debit Card,1
ORD_440716,CUST_1171,2025-09-13,473.19,Home & Kitchen,COD,0
ORD_271929,CUST_1171,2026-04-29,556.84,Apparel,Debit Card,1
ORD_593027,CUST_1171,2025-06-16,2301.93,Home & Kitchen,Credit Card,1
ORD_953262,CUST_1171,2026-02-04,847.97,Electronics,Debit Card,0
ORD_289921,CUST_1172,2025-09-11,3748.89,Apparel,Debit Card,1
ORD_277190,CUST_1172,2026-02-14,649.55,Electronics,Credit Card,0
ORD_247631,CUST_1172,2025-08-18,545.29,Beauty,COD,0
ORD_396952,CUST_1173,2026-08-13,365.83,Apparel,Debit Card,1
ORD_212255,CUST_1173,2026-04-03,409.45,Home & Kitchen,UPI,0
ORD_950100,CUST_1173,2026-05-22,473.81,Beauty,COD,1
ORD_360529,CUST_1173,2025-11-16,883.32,Apparel,UPI,0
ORD_907733,CUST_1174,2025-08-29,1112.01,Beauty,Debit Card,0
ORD_550400,CUST_1175,2025-09-07,584.81,Apparel,Debit Card,1
ORD_625825,CUST_1175,2026-01-29,579.66,Home & Kitchen,UPI,1
ORD_547875,CUST_1175,2025-10-18,1207.78,Beauty,Debit Card,0
ORD_486480,CUST_1176,2026-07-22,1163.9,Apparel,UPI,0
ORD_273084,CUST_1176,2026-06-16,466.11,Electronics,Debit Card,0
ORD_543049,CUST_1176,2025-11-04,1911.78,Beauty,Credit Card,0
ORD_530000,CUST_1176,2025-11-19,3626.33,Home & Kitchen,Credit Card,1
ORD_129545,CUST_1177,2025-12-27,3855.98,Beauty,Credit Card,0
ORD_426968,CUST_1177,2025-12-13,1000.9,Electronics,COD,0
ORD_764607,CUST_1178,2026-03-16,733.78,Apparel,COD,1
ORD_710777,CUST_1178,2025-12-02,653.0,Electronics,Credit Card,0
ORD_292941,CUST_1178,2025-08-07,1007.19,Books,Debit Card,1
ORD_307158,CUST_1178,2026-06-28,228.06,Electronics,COD,0
ORD_667256,CUST_1179,2025-11-09,1721.28,Home & Kitchen,UPI,0
ORD_804824,CUST_1179,2025-10-04,3137.77,Home & Kitchen,COD,0
ORD_618953,CUST_1179,2025-12-21,993.85,Apparel,Debit Card,1
ORD_729721,CUST_1179,2025-10-24,433.77,Beauty,Credit Card,1
ORD_292180,CUST_1179,2025-12-04,1095.87,Home & Kitchen,Debit Card,0
ORD_764093,CUST_1179,2026-02-19,3405.3,Electronics,Debit Card,1
ORD_186296,CUST_1179,2026-03-02,983.27,Home & Kitchen,Debit Card,1
ORD_140736,CUST_1180,2026-01-15,2176.38,Apparel,COD,0
ORD_736548,CUST_1180,2025-09-14,1683.41,Books,UPI,0
ORD_791150,CUST_1180,2026-02-24,244.41,Home & Kitchen,Debit Card,0
